film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update,actor_id,film_id,last_update,actor_id,first_name,last_name,last_update
177,"CONNECTICUT TRAMP","A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank",2006,1,NULL,4,4.99,172,20.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",12,177,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
208,"DARES PLUTO","A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans",2006,1,NULL,7,2.99,89,16.99,PG-13,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",12,208,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
213,"DATE SPEED","A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention",2006,1,NULL,4,0.99,104,19.99,R,Commentaries,"2006-02-15 05:03:42",12,213,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
216,"DAY UNFAITHFUL","A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat",2006,1,NULL,3,4.99,113,16.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",12,216,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
243,"DOORS PRESIDENT","A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico",2006,1,NULL,3,4.99,49,22.99,NC-17,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",12,243,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
344,"FURY MURDER","A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery",2006,1,NULL,3,0.99,178,28.99,PG-13,"Deleted Scenes","2006-02-15 05:03:42",12,344,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
400,"HARDLY ROBBERS","A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin",2006,1,NULL,7,2.99,72,15.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42",12,400,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
416,"HIGHBALL POTTER","A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert",2006,1,NULL,6,0.99,110,10.99,R,"Deleted Scenes","2006-02-15 05:03:42",12,416,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
420,"HOLES BRANNIGAN","A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies",2006,1,NULL,7,4.99,128,27.99,PG,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",12,420,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
457,"INDEPENDENCE HOTEL","A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery",2006,1,NULL,5,0.99,157,21.99,NC-17,"Trailers,Behind the Scenes","2006-02-15 05:03:42",12,457,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
513,"LEATHERNECKS DWARFS","A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft",2006,1,NULL,6,2.99,153,21.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",12,513,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
540,"LUCKY FLYING","A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat",2006,1,NULL,7,2.99,97,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",12,540,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
593,"MONTEREY LABYRINTH","A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat",2006,1,NULL,6,0.99,158,13.99,G,"Trailers,Commentaries","2006-02-15 05:03:42",12,593,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
631,"NOVOCAINE FLIGHT","A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria",2006,1,NULL,4,0.99,64,11.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",12,631,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
635,"OKLAHOMA JUMANJI","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert",2006,1,NULL,7,0.99,58,15.99,PG,"Behind the Scenes","2006-02-15 05:03:42",12,635,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
672,"PERFECT GROOVE","A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon",2006,1,NULL,7,2.99,82,17.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",12,672,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
716,"REAP UNFAITHFUL","A Thrilling Epistle of a Composer And a Sumo Wrestler who must Challenge a Mad Cow in A MySQL Convention",2006,1,NULL,6,2.99,136,26.99,PG-13,"Trailers,Commentaries","2006-02-15 05:03:42",12,716,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
728,"REUNION WITCHES","A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory",2006,1,NULL,3,0.99,63,26.99,R,Commentaries,"2006-02-15 05:03:42",12,728,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
812,"SMOKING BARBARELLA","A Lacklusture Saga of a Mad Cow And a Mad Scientist who must Sink a Cat in A MySQL Convention",2006,1,NULL,7,0.99,50,13.99,PG-13,"Behind the Scenes","2006-02-15 05:03:42",12,812,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
838,"STAGECOACH ARMAGEDDON","A Touching Display of a Pioneer And a Butler who must Chase a Car in California",2006,1,NULL,5,4.99,112,25.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42",12,838,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
871,"SWEDEN SHINING","A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies",2006,1,NULL,6,4.99,176,19.99,PG,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",12,871,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
880,"TELEMARK HEARTBREAKERS","A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse",2006,1,NULL,6,2.99,152,9.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",12,880,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
945,"VIRGINIAN PLUTO","A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin",2006,1,NULL,5,0.99,164,22.99,R,"Deleted Scenes","2006-02-15 05:03:42",12,945,"2006-02-15 05:05:03",12,KARL,BERRY,"2006-02-15 04:34:33"
17,"ALONE TRIP","A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House",2006,1,NULL,3,0.99,82,14.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42",13,17,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
29,"ANTITRUST TOMATOES","A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India",2006,1,NULL,5,2.99,168,11.99,NC-17,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",13,29,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
45,"ATTRACTION NEWTON","A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan",2006,1,NULL,5,4.99,83,14.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42",13,45,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
87,"BOONDOCK BALLROOM","A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico",2006,1,NULL,7,0.99,76,14.99,NC-17,"Behind the Scenes","2006-02-15 05:03:42",13,87,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
110,"CABIN FLASH","A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory",2006,1,NULL,4,0.99,53,25.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",13,110,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
144,"CHINATOWN GLADIATOR","A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India",2006,1,NULL,7,4.99,61,24.99,PG,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",13,144,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
154,"CLASH FREDDY","A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia",2006,1,NULL,6,2.99,81,12.99,G,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",13,154,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
162,"CLUELESS BUCKET","A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House",2006,1,NULL,4,2.99,95,13.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",13,162,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
203,"DAISY MENAGERIE","A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India",2006,1,NULL,5,4.99,84,9.99,G,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",13,203,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
254,"DRIVER ANNIE","A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House",2006,1,NULL,4,2.99,159,11.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",13,254,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
337,"FRIDA SLIPPER","A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft",2006,1,NULL,6,2.99,73,11.99,R,"Trailers,Deleted Scenes","2006-02-15 05:03:42",13,337,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
346,"GALAXY SWEETHEARTS","A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin",2006,1,NULL,4,4.99,128,13.99,R,"Deleted Scenes","2006-02-15 05:03:42",13,346,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
381,"GRINCH MASSAGE","A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station",2006,1,NULL,7,4.99,150,25.99,R,Trailers,"2006-02-15 05:03:42",13,381,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
385,"GROUNDHOG UNCUT","A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse",2006,1,NULL,6,4.99,139,26.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",13,385,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
427,"HOMEWARD CIDER","A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse",2006,1,NULL,5,0.99,103,19.99,R,Trailers,"2006-02-15 05:03:42",13,427,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
456,"INCH JET","A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery",2006,1,NULL,6,4.99,167,18.99,NC-17,"Deleted Scenes","2006-02-15 05:03:42",13,456,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
513,"LEATHERNECKS DWARFS","A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft",2006,1,NULL,6,2.99,153,21.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",13,513,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
515,"LEGALLY SECRETARY","A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert",2006,1,NULL,7,4.99,113,14.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",13,515,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
522,"LIFE TWISTED","A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station",2006,1,NULL,4,2.99,137,9.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",13,522,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
524,"LION UNCUT","A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China",2006,1,NULL,6,0.99,50,13.99,PG,"Trailers,Deleted Scenes","2006-02-15 05:03:42",13,524,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
528,"LOLITA WORLD","A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft",2006,1,NULL,4,2.99,155,25.99,NC-17,"Trailers,Deleted Scenes","2006-02-15 05:03:42",13,528,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
571,"METAL ARMAGEDDON","A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory",2006,1,NULL,6,2.99,161,26.99,PG-13,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",13,571,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
588,"MODEL FISH","A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia",2006,1,NULL,4,4.99,175,11.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",13,588,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
597,"MOONWALKER FOOL","A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans",2006,1,NULL,5,4.99,184,12.99,G,"Trailers,Deleted Scenes","2006-02-15 05:03:42",13,597,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
600,"MOTIONS DETAILS","A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House",2006,1,NULL,5,0.99,166,16.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",13,600,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
718,"REBEL AIRPORT","A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India",2006,1,NULL,7,0.99,73,24.99,G,"Trailers,Behind the Scenes","2006-02-15 05:03:42",13,718,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
729,"RIDER CADDYSHACK","A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria",2006,1,NULL,5,2.99,177,28.99,PG,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",13,729,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
816,"SNOWMAN ROLLERCOASTER","A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse",2006,1,NULL,3,0.99,62,27.99,G,Trailers,"2006-02-15 05:03:42",13,816,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
817,"SOLDIERS EVOLUTION","A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station",2006,1,NULL,7,4.99,185,27.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",13,817,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
832,"SPLASH GUMP","A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank",2006,1,NULL,5,0.99,175,16.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",13,832,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
833,"SPLENDOR PATTON","A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin",2006,1,NULL,5,0.99,134,20.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",13,833,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
843,"STEEL SANTA","A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria",2006,1,NULL,4,4.99,143,15.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",13,843,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
897,"TORQUE BOUND","A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan",2006,1,NULL,3,4.99,179,27.99,G,"Trailers,Commentaries","2006-02-15 05:03:42",13,897,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
966,"WEDDING APOLLO","A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft",2006,1,NULL,3,0.99,70,14.99,PG,Trailers,"2006-02-15 05:03:42",13,966,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
998,"ZHIVAGO CORE","A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies",2006,1,NULL,6,0.99,105,10.99,NC-17,"Deleted Scenes","2006-02-15 05:03:42",13,998,"2006-02-15 05:05:03",13,UMA,WOOD,"2006-02-15 04:34:33"
154,"CLASH FREDDY","A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia",2006,1,NULL,6,2.99,81,12.99,G,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",14,154,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
187,"CRANES RESERVOIR","A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory",2006,1,NULL,5,2.99,57,12.99,NC-17,Commentaries,"2006-02-15 05:03:42",14,187,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
232,"DIRTY ACE","A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback",2006,1,NULL,7,2.99,147,29.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",14,232,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
241,"DONNIE ALLEY","A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan",2006,1,NULL,4,0.99,125,20.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",14,241,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
253,"DRIFTER COMMANDMENTS","A Epic Reflection of a Womanizer And a Squirrel who must Discover a Husband in A Jet Boat",2006,1,NULL,5,4.99,61,18.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42",14,253,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
255,"DRIVING POLISH","A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft",2006,1,NULL,6,4.99,175,21.99,NC-17,"Trailers,Deleted Scenes","2006-02-15 05:03:42",14,255,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
258,"DRUMS DYNAMITE","A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park",2006,1,NULL,6,0.99,96,11.99,PG,Trailers,"2006-02-15 05:03:42",14,258,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
284,"ENEMY ODDS","A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India",2006,1,NULL,5,4.99,77,23.99,NC-17,Trailers,"2006-02-15 05:03:42",14,284,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
292,"EXCITEMENT EVE","A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank",2006,1,NULL,3,0.99,51,20.99,G,Commentaries,"2006-02-15 05:03:42",14,292,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
370,"GORGEOUS BINGO","A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory",2006,1,NULL,4,2.99,108,26.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",14,370,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
415,"HIGH ENCINO","A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia",2006,1,NULL,3,2.99,84,23.99,R,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42",14,415,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
417,"HILLS NEIGHBORS","A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat",2006,1,NULL,5,0.99,93,29.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",14,417,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
418,"HOBBIT ALIEN","A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station",2006,1,NULL,5,0.99,157,27.99,PG-13,Commentaries,"2006-02-15 05:03:42",14,418,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
454,"IMPACT ALADDIN","A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank",2006,1,NULL,6,0.99,180,20.99,PG-13,"Trailers,Deleted Scenes","2006-02-15 05:03:42",14,454,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
472,"ITALIAN AFRICAN","A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat",2006,1,NULL,3,4.99,174,24.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",14,472,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
475,"JAPANESE RUN","A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback",2006,1,NULL,6,0.99,135,29.99,G,"Deleted Scenes","2006-02-15 05:03:42",14,475,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
495,"KENTUCKIAN GIANT","A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat",2006,1,NULL,5,2.99,169,10.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",14,495,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
536,"LOVELY JINGLE","A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback",2006,1,NULL,3,2.99,65,18.99,PG,"Trailers,Behind the Scenes","2006-02-15 05:03:42",14,536,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
537,"LOVER TRUMAN","A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat",2006,1,NULL,3,2.99,75,29.99,G,Trailers,"2006-02-15 05:03:42",14,537,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
612,"MUSSOLINI SPOILERS","A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China",2006,1,NULL,6,2.99,180,10.99,G,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",14,612,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
688,"POLISH BROOKLYN","A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback",2006,1,NULL,6,0.99,61,12.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",14,688,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
759,"SALUTE APOLLO","A Awe-Inspiring Character Study of a Boy And a Feminist who must Sink a Crocodile in Ancient China",2006,1,NULL,4,2.99,73,29.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",14,759,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
764,"SATURDAY LAMBS","A Thoughtful Reflection of a Mad Scientist And a Moose who must Kill a Husband in A Baloon",2006,1,NULL,3,4.99,150,28.99,G,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",14,764,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
847,"STOCK GLASS","A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China",2006,1,NULL,7,2.99,160,10.99,PG,Commentaries,"2006-02-15 05:03:42",14,847,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
856,"STREETCAR INTENTIONS","A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico",2006,1,NULL,5,4.99,73,11.99,R,Commentaries,"2006-02-15 05:03:42",14,856,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
890,"TIGHTS DAWN","A Thrilling Epistle of a Boat And a Secret Agent who must Face a Boy in A Baloon",2006,1,NULL,5,0.99,172,14.99,R,"Trailers,Behind the Scenes","2006-02-15 05:03:42",14,890,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
908,"TRAP GUYS","A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert",2006,1,NULL,3,4.99,110,11.99,G,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",14,908,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
919,"TYCOON GATHERING","A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse",2006,1,NULL,3,4.99,82,17.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42",14,919,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
948,"VOICE PEACH","A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse",2006,1,NULL,6,0.99,139,22.99,PG-13,"Commentaries,Behind the Scenes","2006-02-15 05:03:42",14,948,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
970,"WESTWARD SEABISCUIT","A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China",2006,1,NULL,7,0.99,52,11.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42",14,970,"2006-02-15 05:05:03",14,VIVIEN,BERGEN,"2006-02-15 04:34:33"
31,"APACHE DIVINE","A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat",2006,1,NULL,5,4.99,92,16.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42",15,31,"2006-02-15 05:05:03",15,CUBA,OLIVIER,"2006-02-15 04:34:33"
